id,title,author,publisher,quantity,created_at,category_id
306,She's Come Undone,Wally Lamb,Personal,34,2024-06-05 21:02:57,1
307,The Wise Man's Fear,Patrick Rothfuss,Personal,26,2024-06-05 21:02:57,4
308,Can You Keep a Secret?,Sophie Kinsella,Personal,48,2024-06-05 21:02:57,6
309,City of Fallen Angels,Cassandra Clare,Personal,47,2024-06-05 21:02:57,6
310,Good in Bed,Jennifer Weiner,Personal,40,2024-06-05 21:02:57,2
311,The Thorn Birds,Colleen McCullough,Personal,12,2024-06-05 21:02:57,3
312,The Graveyard Book,"Neil Gaiman, Dave McKean",Personal,59,2024-06-05 21:02:57,1
313,The Light Between Oceans,M.L. Stedman,Personal,30,2024-06-05 21:02:57,8
314,Tintenherz,"Cornelia Funke, Anthea Bell",Personal,36,2024-06-05 21:02:57,7
315,Who Moved My Cheese?,"Spencer Johnson, Kenneth H. Blanchard",Personal,79,2024-06-05 21:02:57,7
316,A Walk in the Woods,Bill Bryson,Personal,40,2024-06-05 21:02:57,8
317,I Know Why the Caged Bird Sings,Maya Angelou,Personal,13,2024-06-05 21:02:57,12
318,Orphan Train,Christina Baker Kline,Personal,61,2024-06-05 21:02:57,3
319,City of Lost Souls,Cassandra Clare,Personal,54,2024-06-05 21:02:57,8
320,"Where'd You Go, Bernadette",Maria Semple,Personal,71,2024-06-05 21:02:57,9
321,Where the Red Fern Grows,Wilson Rawls,Personal,59,2024-06-05 21:02:57,10
322,Neverwhere,Neil Gaiman,Personal,13,2024-06-05 21:02:57,8
323,Nesnesitelná lehkost bytí,"Milan Kundera, Michael Henry Heim",Personal,41,2024-06-05 21:02:57,6
324,UNKNOWN_323,Rainbow Rowell,Personal,38,2024-06-05 21:02:57,8
325,A Prayer for Owen Meany,John Irving,Personal,64,2024-06-05 21:02:57,11
326,White Oleander,Janet Fitch,Personal,16,2024-06-05 21:02:57,6
327,Legend,Marie Lu,Personal,22,2024-06-05 21:02:57,6
328,Nineteen Minutes,Jodi Picoult,Personal,47,2024-06-05 21:02:57,9
329,The Last Lecture,"Randy Pausch, Jeffrey Zaslow",Personal,77,2024-06-05 21:02:57,12
330,The Eye of the World,Robert Jordan,Personal,11,2024-06-05 21:02:57,9
331,The Pact,Jodi Picoult,Personal,64,2024-06-05 21:02:57,1
332,The magician's nephew,C.S. Lewis,Personal,60,2024-06-05 21:02:57,11
333,Still Alice,Lisa Genova,Personal,27,2024-06-05 21:02:57,12
334,Reflected in You,Sylvia Day,Personal,31,2024-06-05 21:02:57,2
335,James and the Giant Peach,"Roald Dahl, Quentin Blake",Personal,58,2024-06-05 21:02:57,5
336,1st To Die,James Patterson,Personal,30,2024-06-05 21:02:57,7
337,The Ultimate Hitchhiker's Guide: Five Complete Novels and One Story,Douglas Adams,Personal,43,2024-06-05 21:02:57,12
338,One Day,David Nicholls,Personal,33,2024-06-05 21:02:57,3
339,UNKNOWN_338,"Margaret Wise Brown, Clement Hurd",Personal,33,2024-06-05 21:02:57,6
340,I Am Number Four,Pittacus Lore,Personal,78,2024-06-05 21:02:57,5
341,Ἰλιάς,"Homer, Robert Fagles, Frédéric Mugler, Bernard Knox",Personal,11,2024-06-05 21:02:57,5
342,The Casual Vacancy,J.K. Rowling,Personal,48,2024-06-05 21:02:57,4
343,The Runaway Jury,John Grisham,Personal,22,2024-06-05 21:02:57,11
344,Naked,David Sedaris,Personal,58,2024-06-05 21:02:57,3
345,Eldest,Christopher Paolini,Personal,29,2024-06-05 21:02:57,7
346,The Wonderful Wizard of Oz,"L. Frank Baum, W.W. Denslow",Personal,32,2024-06-05 21:02:57,5
347,Prince Caspian: The Return to Narnia,C.S. Lewis,Personal,24,2024-06-05 21:02:57,9
348,We Were Liars,E. Lockhart,Personal,55,2024-06-05 21:02:57,3
349,Salem's Lot,Stephen King,Personal,73,2024-06-05 21:02:57,9
350,Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream,"Hunter S. Thompson, Ralph Steadman",Personal,63,2024-06-05 21:02:57,9
351,Clockwork Prince,Cassandra Clare,Personal,76,2024-06-05 21:02:57,6
352,Yes Please,Amy Poehler,Personal,67,2024-06-05 21:02:57,11
353,"The Tragedy of Othello, The Moor of Venice",William Shakespeare,Personal,32,2024-06-05 21:02:57,8
354,Beloved,Toni Morrison,Personal,17,2024-06-05 21:02:57,8
355,Graceling,Kristin Cashore,Personal,52,2024-06-05 21:02:57,10
356,The Bad Beginning,"Lemony Snicket, Brett Helquist",Personal,19,2024-06-05 21:02:57,6
357,Im Westen nichts Neues,"Erich Maria Remarque, A.W. Wheen",Personal,21,2024-06-05 21:02:57,10
358,"Oh, the Places You'll Go!",Dr. Seuss,Personal,61,2024-06-05 21:02:57,2
359,And The Mountains Echoed,Khaled Hosseini,Personal,39,2024-06-05 21:02:57,12
360,Do Androids Dream of Electric Sheep?,"Philip K. Dick, Roger Zelazny",Personal,57,2024-06-05 21:02:57,2
361,Oliver Twist,"Charles Dickens, George Cruikshank, Philip Horne",Personal,66,2024-06-05 21:02:57,7
362,A Grief Observed,C.S. Lewis,Personal,34,2024-06-05 21:02:57,9
363,Anna and the French Kiss,Stephanie Perkins,Personal,72,2024-06-05 21:02:57,9
364,How the Grinch Stole Christmas!,Dr. Seuss,Personal,69,2024-06-05 21:02:57,6
365,V for Vendetta,"Alan Moore, David   Lloyd",Personal,46,2024-06-05 21:02:57,9
366,John Adams,David McCullough,Personal,20,2024-06-05 21:02:57,1
367,Odd Thomas,Dean Koontz,Personal,28,2024-06-05 21:02:57,11
368,The Subtle Knife,Philip Pullman,Personal,40,2024-06-05 21:02:57,11
369,Stargirl,Jerry Spinelli,Personal,26,2024-06-05 21:02:57,10
370,The Red Pyramid,Rick Riordan,Personal,72,2024-06-05 21:02:57,11
371,Stranger in a Strange Land,Robert A. Heinlein,Personal,73,2024-06-05 21:02:57,8
372,Dress Your Family in Corduroy and Denim,David Sedaris,Personal,73,2024-06-05 21:02:57,12
373,The BFG,"Roald Dahl, Quentin Blake",Personal,66,2024-06-05 21:02:57,6
374,A Short History of Nearly Everything,Bill Bryson,Personal,54,2024-06-05 21:02:57,6
375,The Call of the Wild,Jack London,Personal,27,2024-06-05 21:02:57,4
376,The Death Cure,James Dashner,Personal,42,2024-06-05 21:02:57,7
377,Stardust,Neil Gaiman,Personal,68,2024-06-05 21:02:57,12
378,The Namesake,Jhumpa Lahiri,Personal,70,2024-06-05 21:02:57,1
379,A Discovery of Witches,Deborah Harkness,Personal,51,2024-06-05 21:02:57,4
380,ノルウェイの森 [Noruwei no Mori],"Haruki Murakami, Jay Rubin",Personal,39,2024-06-05 21:02:57,3
381,Where the Heart Is,Billie Letts,Personal,76,2024-06-05 21:02:57,4
382,"Will Grayson, Will Grayson","John Green, David Levithan",Personal,52,2024-06-05 21:02:57,12
383,A Million Little Pieces,James Frey,Personal,74,2024-06-05 21:02:57,6
384,Frostbite,Richelle Mead,Personal,15,2024-06-05 21:02:57,3
385,Quiet: The Power of Introverts in a World that Can't Stop Talking,Susan Cain,Personal,56,2024-06-05 21:02:57,9
386,Island of the Blue Dolphins,Scott O'Dell,Personal,73,2024-06-05 21:02:57,4
387,The Crucible,"Arthur Miller, Christopher Bigsby",Personal,66,2024-06-05 21:02:57,10
388,Hatchet,Gary Paulsen,Personal,50,2024-06-05 21:02:57,5
389,Mistborn : The Final Empire,Brandon Sanderson,Personal,33,2024-06-05 21:02:57,7
390,The Strange Case of Dr Jekyll and Mr Hyde,"Robert Louis Stevenson, Vladimir Nabokov, Mervyn Peake, Dan Chaon",Personal,10,2024-06-05 21:02:57,11
391,The Lorax,Dr. Seuss,Personal,68,2024-06-05 21:02:57,7
392,Greg Heffley's Journal,Jeff Kinney,Personal,70,2024-06-05 21:02:57,12
393,Throne of Glass,Sarah J. Maas,Personal,18,2024-06-05 21:02:57,4
394,Shadow Kiss,Richelle Mead,Personal,16,2024-06-05 21:02:57,8
395,For Whom the Bell Tolls,Ernest Hemingway,Personal,80,2024-06-05 21:02:57,11
396,Hotel on the Corner of Bitter and Sweet,Jamie Ford,Personal,58,2024-06-05 21:02:57,6
397,Das Parfum. Die Geschichte eines Mörders,"Patrick Süskind, John E. Woods",Personal,16,2024-06-05 21:02:57,8
398,Fast Food Nation : The Dark Side of the All-American Meal ,Eric Schlosser,Personal,41,2024-06-05 21:02:57,2
399,The Tales of Beedle the Bard,J.K. Rowling,Personal,23,2024-06-05 21:02:57,9
400,Neuromancer,William Gibson,Personal,52,2024-06-05 21:02:57,8
401,A Farewell to Arms,Ernest Hemingway,Personal,71,2024-06-05 21:02:57,8
402,The Tell-Tale Heart,Edgar Allan Poe,Personal,16,2024-06-05 21:02:57,3
403,孫子兵法 [Sūnzi bīngfǎ],"Sun Tzu, Thomas Cleary",Personal,19,2024-06-05 21:02:57,6
404,Defending Jacob,William Landay,Personal,12,2024-06-05 21:02:57,11
405,Breakfast of Champions,Kurt Vonnegut Jr.,Personal,56,2024-06-05 21:02:57,8
406,Drawing on the Right Side of the Brain,Betty Edwards,Personal,49,2024-06-05 21:02:57,10
407,Bel Canto,Ann Patchett,Personal,31,2024-06-05 21:02:57,6
408,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,Personal,29,2024-06-05 21:02:57,8
409,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,Personal,13,2024-06-05 21:02:57,8
410,Things Fall Apart,Chinua Achebe,Personal,49,2024-06-05 21:02:57,5
411,The Undomestic Goddess,Sophie Kinsella,Personal,13,2024-06-05 21:02:57,3
412,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Gary Chapman,Personal,56,2024-06-05 21:02:57,11
413,Les Trois Mousquetaires,Alexandre Dumas,Personal,33,2024-06-05 21:02:57,3
414,The Other Hand,Chris Cleave,Personal,32,2024-06-05 21:02:57,12
415,Evermore,Alyson Noel,Personal,38,2024-06-05 21:02:57,6
416,The Witches,"Roald Dahl, Quentin Blake",Personal,50,2024-06-05 21:02:57,3
417,The Thirteenth Tale,Diane Setterfield,Personal,48,2024-06-05 21:02:57,7
418,Spirit Bound,Richelle Mead,Personal,31,2024-06-05 21:02:57,2
419,Blood Promise,Richelle Mead,Personal,70,2024-06-05 21:02:57,6
420,Message in a Bottle,Nicholas Sparks,Personal,77,2024-06-05 21:02:57,4
421,The Paris Wife,Paula McLain,Personal,50,2024-06-05 21:02:57,3
422,Complete Harry Potter Boxed Set,J.K. Rowling,Personal,15,2024-06-05 21:02:57,9
423,The Elite,Kiera Cass,Personal,72,2024-06-05 21:02:57,4
424,Il nome della rosa,"Umberto Eco, William Weaver, Seán Barrett",Personal,48,2024-06-05 21:02:57,3
425,Go Ask Alice,"Beatrice Sparks, Anonymous",Personal,34,2024-06-05 21:02:57,11
426,A Confederacy of Dunces,"John Kennedy Toole, Walker Percy",Personal,31,2024-06-05 21:02:57,5
427,The Importance of Being Earnest,Oscar Wilde,Personal,56,2024-06-05 21:02:57,4
428,The Mark of Athena,Rick Riordan,Personal,70,2024-06-05 21:02:57,4
429,The Colour of Magic,Terry Pratchett,Personal,31,2024-06-05 21:02:57,6
430,海辺のカフカ [Umibe no Kafuka],"Haruki Murakami, Philip Gabriel",Personal,75,2024-06-05 21:02:57,11
431,Red Dragon,Thomas Harris,Personal,38,2024-06-05 21:02:57,3
432,"I, Robot",Isaac Asimov,Personal,40,2024-06-05 21:02:58,7
433,Dark Lover,J.R. Ward,Personal,64,2024-06-05 21:02:58,2
434,Crescendo,Becca Fitzpatrick,Personal,32,2024-06-05 21:02:58,12
435,Before I Fall,Lauren Oliver,Personal,78,2024-06-05 21:02:58,9
436,The God of Small Things,Arundhati Roy,Personal,29,2024-06-05 21:02:58,6
437,The Invention of Wings,Sue Monk Kidd,Personal,55,2024-06-05 21:02:58,3
438,What Alice Forgot,Liane Moriarty,Personal,26,2024-06-05 21:02:58,8
439,A Brief History of Time: From the Big Bang to Black Holes,"Stephen Hawking, Cao Chi, Phạm Văn Thiều",Personal,13,2024-06-05 21:02:58,9
440,Fall of Giants,Ken Follett,Personal,18,2024-06-05 21:02:58,4
441,Under the Dome,Stephen King,Personal,74,2024-06-05 21:02:58,7
442,Snow Crash,Neal Stephenson,Personal,56,2024-06-05 21:02:58,1
443,Just Listen,Sarah Dessen,Personal,79,2024-06-05 21:02:58,5
444,Winnie-the-Pooh,"A.A. Milne, Ernest H. Shepard",Personal,20,2024-06-05 21:02:58,12
445,Before I Go to Sleep,S.J. Watson,Personal,53,2024-06-05 21:02:58,6
446,A Study in Scarlet,Arthur Conan Doyle,Personal,33,2024-06-05 21:02:58,7
447,Brisingr,Christopher Paolini,Personal,12,2024-06-05 21:02:58,3
448,The Purpose Driven Life: What on Earth am I Here For?,Rick Warren,Personal,76,2024-06-05 21:02:58,12
449,Betrayed: a House of Night Novel,"P.C. Cast, Kristin Cast",Personal,24,2024-06-05 21:02:58,8
450,Storm Front,Jim Butcher,Personal,41,2024-06-05 21:02:58,8
451,Northanger Abbey,"Jane Austen, Alfred MacAdam",Personal,80,2024-06-05 21:02:58,8
452,The 5th Wave,Rick Yancey,Personal,20,2024-06-05 21:02:58,2
453,Cold Mountain,Charles Frazier,Personal,79,2024-06-05 21:02:58,8
454,If You Give a Mouse a Cookie,"Laura Joffe Numeroff, Felicia Bond",Personal,71,2024-06-05 21:02:58,7
455,Something Blue,Emily Giffin,Personal,36,2024-06-05 21:02:58,10
456,A Streetcar Named Desire,Tennessee Williams,Personal,14,2024-06-05 21:02:58,3
457,The Historian,Elizabeth Kostova,Personal,24,2024-06-05 21:02:58,2
458,Station Eleven,Emily St. John Mandel,Personal,51,2024-06-05 21:02:58,6
459,En man som heter Ove,"Fredrik Backman, Henning Koch",Personal,75,2024-06-05 21:02:58,5
460,Clockwork Princess,Cassandra Clare,Personal,39,2024-06-05 21:02:58,5
461,The Good Earth,Pearl S. Buck,Personal,34,2024-06-05 21:02:58,9
462,Ways of Seeing,John Berger,Personal,65,2024-06-05 21:02:58,11
463,Dragonfly in Amber,Diana Gabaldon,Personal,67,2024-06-05 21:02:58,5
464,UNKNOWN_463,Anonymous,Personal,23,2024-06-05 21:02:58,6
465,In Her Shoes,Jennifer Weiner,Personal,39,2024-06-05 21:02:58,4
466,The Hobbit,"Chuck Dixon, J.R.R. Tolkien, David Wenzel, Sean Deming",Personal,68,2024-06-05 21:02:58,2
467,The Brief Wondrous Life of Oscar Wao,Junot Díaz,Personal,71,2024-06-05 21:02:58,9
468,Their Eyes Were Watching God,Zora Neale Hurston,Personal,64,2024-06-05 21:02:58,12
469,Fantastic Beasts and Where to Find Them,"Newt Scamander, J.K. Rowling, Albus Dumbledore",Personal,42,2024-06-05 21:02:58,2
470,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,"Malala Yousafzai, Christina Lamb",Personal,23,2024-06-05 21:02:58,2
471,Mansfield Park,"Jane Austen, Kathryn Sutherland, Tony Tanner, Claire Lamont",Personal,56,2024-06-05 21:02:58,6
472,…trotzdem Ja zum Leben sagen: Ein Psychologe erlebt das Konzentrationslager,Viktor E. Frankl,Personal,38,2024-06-05 21:02:58,4
473,In the Woods,Tana French,Personal,79,2024-06-05 21:02:58,4
474,The God Delusion,Richard Dawkins,Personal,11,2024-06-05 21:02:58,11
475,Where She Went,Gayle Forman,Personal,22,2024-06-05 21:02:58,7
476,The World According to Garp,John Irving,Personal,12,2024-06-05 21:02:58,6
477,Killing Floor,Lee Child,Personal,20,2024-06-05 21:02:58,1
478,"The Life and Strange Surprising Adventures of Robinson Crusoe of York, Mariner","Daniel Defoe, Gerald McCann, Virginia Woolf",Personal,64,2024-06-05 21:02:58,7
479,Il Principe,"Niccolò Machiavelli, Adolph Caso, Rufus Goodwin, Benjamin Martinez",Personal,77,2024-06-05 21:02:58,7
480,The Amber Spyglass,Philip Pullman,Personal,75,2024-06-05 21:02:58,2
481,Wizard's First Rule,Terry Goodkind,Personal,25,2024-06-05 21:02:58,2
482,The Kitchen House,Kathleen Grissom,Personal,59,2024-06-05 21:02:58,8
483,Franny and Zooey,J.D. Salinger,Personal,38,2024-06-05 21:02:58,2
484,Choke,Chuck Palahniuk,Personal,55,2024-06-05 21:02:58,10
485,Братья Карамазовы,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",Personal,49,2024-06-05 21:02:58,12
486,The City of Ember,Jeanne DuPrau,Personal,35,2024-06-05 21:02:58,7
487,The Andromeda Strain,Michael Crichton,Personal,53,2024-06-05 21:02:58,7
488,The Green Mile,Stephen King,Personal,17,2024-06-05 21:02:58,4
489,The Prophet,Kahlil Gibran,Personal,63,2024-06-05 21:02:58,12
490,Maus: A Survivor's Tale : My Father Bleeds History,Art Spiegelman,Personal,16,2024-06-05 21:02:58,6
491,Untamed: A House of Night Novel,"P.C. Cast, Kristin Cast",Personal,24,2024-06-05 21:02:58,3
492,Speaker for the Dead,Orson Scott Card,Personal,76,2024-06-05 21:02:58,11
493,Mere Christianity,C.S. Lewis,Personal,30,2024-06-05 21:02:58,7
494,The Secret History,Donna Tartt,Personal,26,2024-06-05 21:02:58,12
495,A Heartbreaking Work of Staggering Genius,Dave Eggers,Personal,32,2024-06-05 21:02:58,7
496,The Clan of the Cave Bear,Jean M. Auel,Personal,58,2024-06-05 21:02:58,1
497,Black Beauty,Anna Sewell,Personal,76,2024-06-05 21:02:58,12
498,Война и миръ,"Leo Tolstoy, Henry Gifford, Aylmer Maude, Louise Maude",Personal,41,2024-06-05 21:02:58,5
499,American Psycho,Bret Easton Ellis,Personal,42,2024-06-05 21:02:58,4
500,The Princess Diaries,Meg Cabot,Personal,66,2024-06-05 21:02:58,8
501,The No. 1 Ladies' Detective Agency ,Alexander McCall Smith,Personal,32,2024-06-05 21:02:58,1
502,"The Walking Dead, Vol. 1: Days Gone Bye","Robert Kirkman, Tony Moore",Personal,68,2024-06-05 21:02:58,5
503,2001: A Space Odyssey,Arthur C. Clarke,Personal,13,2024-06-05 21:02:58,10
504,UNKNOWN_503,Francine Rivers,Personal,53,2024-06-05 21:02:58,9
505,Left Behind:  A Novel of the Earth's Last Days,"Tim LaHaye, Jerry B. Jenkins",Personal,78,2024-06-05 21:02:58,11
506,The One,Kiera Cass,Personal,45,2024-06-05 21:02:58,6
507,The Hunger Games Box Set,Suzanne Collins,Personal,22,2024-06-05 21:02:58,8
508,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,Personal,40,2024-06-05 21:02:58,8
509,Remember Me?,Sophie Kinsella,Personal,60,2024-06-05 21:02:58,11
510,The Great Hunt,Robert Jordan,Personal,34,2024-06-05 21:02:58,1
511,Post-Mortem:  A Mystery Introducing Dr. Kay Scarpetta,Patricia Cornwell,Personal,72,2024-06-05 21:02:58,11
512,The Complete Tales of Edgar Allan Poe,Edgar Allan Poe,Personal,11,2024-06-05 21:02:58,8
513,The Hiding Place,"Corrie ten Boom, John Sherrill, Elizabeth Sherrill",Personal,63,2024-06-05 21:02:58,2
514,The Adventures of Sherlock Holmes,Arthur Conan Doyle,Personal,53,2024-06-05 21:02:58,9
515,The Prince of Tides,Pat Conroy,Personal,66,2024-06-05 21:02:58,5
516,The Amazing Adventures of Kavalier & Clay,Michael Chabon,Personal,18,2024-06-05 21:02:58,10
517,Perfect Chemistry,Simone Elkeles,Personal,69,2024-06-05 21:02:58,5
518,Peter Pan,"J.M. Barrie, Michael Hague",Personal,69,2024-06-05 21:02:58,7
519,Pretties,Scott Westerfeld,Personal,45,2024-06-05 21:02:58,9
520,ねじまき鳥クロニクル [Nejimakidori kuronikuru],"Haruki Murakami, Jay Rubin",Personal,47,2024-06-05 21:02:58,11
521,The Lincoln Lawyer ,Michael Connelly,Personal,80,2024-06-05 21:02:58,5
522,Cloud Atlas,David Mitchell,Personal,61,2024-06-05 21:02:58,11
523,The Things They Carried,Tim O'Brien,Personal,45,2024-06-05 21:02:58,1
524,Wall and Piece,Banksy,Personal,41,2024-06-05 21:02:58,7
525,Pandemonium,Lauren Oliver,Personal,69,2024-06-05 21:02:58,5
526,Darkly Dreaming Dexter,Jeff Lindsay,Personal,46,2024-06-05 21:02:58,10
527,Living Dead in Dallas,Charlaine Harris,Personal,29,2024-06-05 21:02:58,12
528,The Dragon Reborn ,Robert Jordan,Personal,53,2024-06-05 21:02:58,9
529,Gulliver’s Travels,"Jonathan Swift, Robert DeMaria Jr.",Personal,43,2024-06-05 21:02:58,4
530,Much Ado About Nothing,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Gail Kern Paster, Robert          Jackson",Personal,37,2024-06-05 21:02:58,10
531,Beowulf,"Unknown, Seamus Heaney",Personal,36,2024-06-05 21:02:58,10
532,Batman: Year One,"Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil",Personal,33,2024-06-05 21:02:58,11
533,Go Set a Watchman,Harper Lee,Personal,65,2024-06-05 21:02:58,2
534,When You Are Engulfed in Flames,David Sedaris,Personal,26,2024-06-05 21:02:58,6
535,Daughter of Smoke & Bone,Laini Taylor,Personal,69,2024-06-05 21:02:58,8
536,Red Queen,Victoria Aveyard,Personal,38,2024-06-05 21:02:58,12
537,The Power of Habit,Charles Duhigg,Personal,41,2024-06-05 21:02:58,2
538,Midnight in the Garden of Good and Evil,John Berendt,Personal,57,2024-06-05 21:02:58,7
539,Hopeless,Colleen Hoover,Personal,32,2024-06-05 21:02:58,5
540,A Little Princess,"Frances Hodgson Burnett, Nancy Bond",Personal,48,2024-06-05 21:02:58,2
541,The Truth About Forever,Sarah Dessen,Personal,44,2024-06-05 21:02:59,8
542,The horse and his boy,C.S. Lewis,Personal,38,2024-06-05 21:02:59,3
543,Last Sacrifice ,Richelle Mead,Personal,15,2024-06-05 21:02:59,5
544,Little House on the Prairie,"Laura Ingalls Wilder, Garth Williams",Personal,52,2024-06-05 21:02:59,7
545,The Velveteen Rabbit,"Margery Williams Bianco, William   Nicholson",Personal,49,2024-06-05 21:02:59,4
546,Zen and the Art of Motorcycle Maintenance,Robert M. Pirsig,Personal,15,2024-06-05 21:02:59,2
547,The War of the Worlds,"H.G. Wells, Arthur C. Clarke",Personal,24,2024-06-05 21:02:59,1
548,Pretty Little Liars,Sara Shepard,Personal,29,2024-06-05 21:02:59,7
549,Corduroy,Don Freeman,Personal,55,2024-06-05 21:02:59,4
550,The Omnivore's Dilemma,Michael Pollan,Personal,16,2024-06-05 21:02:59,9
551,Life After Life,Kate Atkinson,Personal,11,2024-06-05 21:02:59,1
552,The Rescue,Nicholas Sparks,Personal,25,2024-06-05 21:02:59,4
553,Needful Things,Stephen King,Personal,59,2024-06-05 21:02:59,4
554,Voyager,Diana Gabaldon,Personal,28,2024-06-05 21:02:59,8
555,UNKNOWN_554,"Kenneth Branagh, William Shakespeare",Personal,28,2024-06-05 21:02:59,10
556,Cujo,Stephen King,Personal,58,2024-06-05 21:02:59,7
557,The Virgin Suicides,Jeffrey Eugenides,Personal,50,2024-06-05 21:02:59,1
558,Dead to the World,Charlaine Harris,Personal,45,2024-06-05 21:02:59,12
559,Tess of the d'Urbervilles: A Pure Woman Faithfully Presented,"Thomas Hardy, Tim Dolin, Margaret R. Higonnet",Personal,58,2024-06-05 21:02:59,9
